SK_ID_CURR,neighbors_target_mean_500
328750,0.024
328752,0.33
328753,0.066
328754,0.03
328755,0.048
328757,0.118
328759,0.188
328762,0.036
328763,0.04
328766,0.174
328767,0.026
328769,0.116
328770,0.174
328772,0.032
328773,0.026
328776,0.106
328778,0.06
328779,0.132
328780,0.17
328781,0.04
328782,0.014
328784,0.042
328785,0.026
328786,0.038
328787,0.026
328788,0.012
328789,0.18
328790,0.024
328791,0.042
328792,0.062
328794,0.238
328795,0.146
328796,0.076
328798,0.082
328799,0.042
328800,0.022
328802,0.09
328803,0.098
328804,0.032
328805,0.288
328806,0.086
328807,0.04
328808,0.128
328809,0.076
328810,0.04
328812,0.068
328814,0.024
328815,0.03
328816,0.124
328817,0.018
328818,0.036
328820,0.054
328821,0.222
328822,0.062
328823,0.024
328824,0.032
328825,0.102
328830,0.034
328831,0.128
328832,0.054
328833,0.024
328836,0.092
328837,0.07
328839,0.03
328840,0.026
328841,0.04
328842,0.062
328843,0.058
328844,0.06
328846,0.072
328847,0.026
328848,0.026
328849,0.032
328850,0.036
328851,0.408
328852,0.056
328854,0.066
328855,0.076
328857,0.028
328859,0.048
328860,0.054
328861,0.05
328862,0.064
328863,0.038
328864,0.024
328866,0.024
328867,0.094
328869,0.07
328870,0.046
328871,0.118
328872,0.028
328873,0.036
328874,0.044
328877,0.04
328879,0.048
328880,0.076
328881,0.014
328883,0.02
328884,0.12
328885,0.094
328886,0.044
328887,0.108
328888,0.042
328890,0.022
328892,0.088
328893,0.248
328894,0.076
328895,0.068
328897,0.058
328898,0.036
328900,0.226
328901,0.046
328902,0.032
328904,0.136
328905,0.04
328906,0.05
328907,0.078
328911,0.19
328912,0.166
328913,0.056
328915,0.01
328917,0.036
328918,0.144
328919,0.05
328920,0.054
328921,0.266
328922,0.132
328923,0.08
328924,0.034
328925,0.014
328927,0.116
328929,0.036
328930,0.03
328931,0.12
328932,0.132
328933,0.102
328936,0.106
328937,0.062
328938,0.014
328939,0.228
328941,0.05
328942,0.148
328943,0.016
328944,0.054
328946,0.02
328947,0.14
328948,0.116
328950,0.164
328951,0.028
328952,0.098
328953,0.046
328956,0.01
328958,0.046
328959,0.066
328960,0.08
328961,0.282
328962,0.032
328963,0.052
328965,0.126
328966,0.04
328967,0.042
328970,0.154
328972,0.038
328973,0.07
328975,0.078
328977,0.024
328978,0.23
328979,0.042
328980,0.292
328981,0.018
328982,0.022
328983,0.032
328988,0.016
328989,0.038
328993,0.02
328994,0.062
328995,0.084
328998,0.042
329001,0.074
329002,0.052
329003,0.064
329004,0.086
329006,0.026
329009,0.064
329010,0.076
329011,0.052
329012,0.03
329013,0.118
329015,0.11
329016,0.028
329017,0.124
329022,0.088
329023,0.244
329024,0.124
329026,0.098
329027,0.092
329028,0.028
329031,0.06
329032,0.044
329033,0.214
329035,0.118
329037,0.064
329038,0.082
329039,0.134
329042,0.132
329043,0.042
329044,0.034
329045,0.042
329046,0.074
329048,0.122
329049,0.06
329050,0.048
329053,0.216
329054,0.11
329056,0.074
329058,0.052
329059,0.086
329060,0.012
329061,0.034
329063,0.008
329065,0.024
329066,0.064
329067,0.128
329069,0.182
329072,0.056
329073,0.052
329074,0.158
329076,0.16
329077,0.066
329080,0.24
329082,0.038
329083,0.102
329084,0.034
329085,0.048
329087,0.18
329088,0.04
329090,0.03
329091,0.048
329092,0.014
329093,0.068
329095,0.1
329096,0.066
329097,0.108
329098,0.024
329103,0.16
329104,0.024
329106,0.114
329107,0.026
329108,0.05
329109,0.102
329110,0.06
329111,0.19
329112,0.158
329114,0.008
329115,0.082
329116,0.066
329117,0.122
329120,0.09
329121,0.034
329123,0.074
329124,0.024
329125,0.104
329126,0.018
329127,0.1
329128,0.064
329129,0.042
329130,0.054
329131,0.128
329136,0.074
329139,0.032
329140,0.084
329141,0.054
329142,0.168
329144,0.09
329145,0.034
329146,0.166
329147,0.026
329149,0.004
329150,0.076
329151,0.044
329153,0.016
329154,0.066
329156,0.064
329158,0.032
329159,0.05
329160,0.108
329161,0.034
329162,0.074
329163,0.152
329166,0.034
329167,0.058
329171,0.03
329172,0.048
329173,0.088
329174,0.028
329175,0.076
329178,0.024
329180,0.048
329183,0.15
329184,0.046
329186,0.048
329187,0.178
329188,0.04
329189,0.158
329190,0.21
329192,0.054
329193,0.15
329198,0.052
329199,0.286
329201,0.038
329202,0.15
329203,0.076
329204,0.014
329205,0.026
329206,0.074
329207,0.052
329208,0.056
329210,0.066
329211,0.102
329212,0.218
329213,0.05
329214,0.04
329216,0.244
329217,0.088
329218,0.032
329222,0.042
329223,0.046
329224,0.05
329226,0.054
329227,0.032
329228,0.11
329229,0.022
329230,0.02
329232,0.108
329233,0.026
329235,0.052
329236,0.068
329237,0.034
329238,0.098
329239,0.08
329240,0.154
329242,0.198
329243,0.132
329244,0.062
329246,0.022
329247,0.052
329250,0.098
329253,0.032
329254,0.02
329255,0.014
329257,0.134
329258,0.094
329259,0.044
329260,0.026
329263,0.026
329265,0.026
329266,0.026
329267,0.034
329268,0.016
329269,0.02
329270,0.142
329271,0.054
329272,0.11
329273,0.052
329274,0.038
329275,0.034
329276,0.014
329277,0.088
329278,0.018
329279,0.03
329280,0.056
329281,0.084
329282,0.122
329283,0.008
329284,0.238
329285,0.1
329286,0.166
329287,0.026
329288,0.082
329289,0.03
329290,0.07
329291,0.078
329292,0.048
329293,0.048
329294,0.046
329295,0.044
329296,0.01
329299,0.034
329300,0.058
329301,0.092
329302,0.058
329304,0.076
329305,0.038
329307,0.008
329308,0.088
329309,0.12
329311,0.104
329312,0.114
329313,0.076
329314,0.03
329315,0.082
329318,0.026
329319,0.072
329322,0.012
329323,0.016
329324,0.084
329325,0.03
329326,0.08
329329,0.03
329330,0.03
329331,0.05
329332,0.018
329334,0.042
329336,0.068
329337,0.11
329338,0.014
329339,0.018
329341,0.022
329342,0.056
329343,0.142
329345,0.09
329348,0.076
329349,0.05
329350,0.084
329352,0.09
329353,0.112
329354,0.03
329357,0.062
329358,0.144
329359,0.064
329362,0.038
329366,0.178
329367,0.088
329369,0.042
329372,0.028
329373,0.134
329374,0.07
329375,0.124
329377,0.192
329379,0.044
329380,0.1
329382,0.118
329384,0.228
329386,0.096
329389,0.018
329391,0.198
329392,0.032
329394,0.042
329395,0.032
329396,0.044
329397,0.132
329398,0.026
329399,0.014
329400,0.076
329402,0.04
329404,0.026
329405,0.028
329406,0.024
329407,0.058
329410,0.104
329411,0.078
329412,0.034
329413,0.014
329414,0.028
329415,0.024
329416,0.076
329417,0.032
329419,0.146
329420,0.066
329423,0.072
329424,0.14
329426,0.088
329429,0.03
329430,0.064
329431,0.066
329432,0.014
329434,0.05
329435,0.154
329436,0.032
329437,0.344
329438,0.066
329440,0.194
329443,0.032
329445,0.022
329446,0.022
329447,0.066
329449,0.126
329450,0.128
329451,0.03
329452,0.046
329453,0.256
329454,0.054
329457,0.082
329458,0.026
329460,0.038
329461,0.03
329462,0.074
329465,0.082
329466,0.126
329467,0.034
329468,0.034
329471,0.062
329472,0.056
329473,0.032
329474,0.058
329476,0.134
329477,0.084
329478,0.038
329480,0.218
329482,0.034
329483,0.044
329484,0.068
329485,0.086
329486,0.066
329487,0.04
329488,0.264
329489,0.1
329491,0.024
329493,0.108
329495,0.17
329496,0.026
329499,0.12
329502,0.09
329504,0.096
329505,0.076
329506,0.042
329507,0.152
329508,0.098
329509,0.012
329510,0.082
329511,0.226
329515,0.046
329517,0.022
329518,0.338
329519,0.366
329520,0.06
329522,0.018
329523,0.07
329524,0.124
329525,0.026
329529,0.03
329530,0.066
329532,0.024
329533,0.028
329535,0.05
329536,0.062
329537,0.078
329538,0.098
329539,0.034
329540,0.064
329541,0.046
329542,0.144
329543,0.066
329544,0.026
329546,0.134
329547,0.018
329548,0.036
329549,0.052
329551,0.084
329552,0.166
329554,0.072
329555,0.116
329557,0.114
329559,0.128
329560,0.032
329563,0.084
329564,0.052
329565,0.01
329566,0.082
329567,0.068
329568,0.086
329573,0.058
329574,0.194
329575,0.022
329576,0.086
329577,0.022
329578,0.048
329579,0.066
329581,0.104
329582,0.052
329583,0.074
329584,0.046
329586,0.134
329589,0.036
329591,0.11
329593,0.028
329594,0.038
329595,0.034
329596,0.194
329597,0.066
329599,0.238
329600,0.044
329601,0.008
329602,0.018
329606,0.21
329607,0.178
329608,0.08
329610,0.154
329616,0.292
329619,0.106
329620,0.164
329622,0.034
329624,0.068
329625,0.03
329627,0.074
329628,0.136
329629,0.208
329630,0.028
329631,0.058
329633,0.068
329634,0.032
329637,0.094
329638,0.194
329639,0.022
329640,0.204
329642,0.122
329643,0.026
329644,0.012
329645,0.028
329646,0.034
329649,0.08
329650,0.1
329651,0.032
329652,0.042
329653,0.156
329654,0.08
329655,0.022
329656,0.036
329657,0.08
329659,0.038
329663,0.072
329664,0.086
329666,0.042
329667,0.046
329668,0.072
329669,0.09
329670,0.05
329671,0.038
329672,0.094
329673,0.076
329675,0.028
329676,0.128
329677,0.064
329679,0.022
329680,0.084
329681,0.068
329682,0.028
329683,0.074
329684,0.024
329685,0.076
329686,0.062
329687,0.152
329688,0.028
329692,0.132
329695,0.116
329696,0.09
329699,0.004
329701,0.036
329702,0.052
329703,0.036
329705,0.032
329707,0.09
329710,0.03
329712,0.044
329715,0.2
329718,0.018
329721,0.044
329722,0.052
329723,0.07
329724,0.06
329725,0.08
329726,0.046
329727,0.046
329728,0.054
329729,0.208
329730,0.038
329731,0.162
329732,0.05
329733,0.314
329734,0.018
329735,0.048
329736,0.046
329738,0.072
329739,0.026
329740,0.056
329744,0.062
329746,0.044
329747,0.092
329748,0.028
329750,0.026
329751,0.024
329752,0.06
329753,0.078
329755,0.014
329756,0.042
329757,0.018
329759,0.22
329760,0.088
329761,0.046
329762,0.076
329763,0.046
329764,0.122
329766,0.042
329767,0.036
329769,0.098
329773,0.122
329774,0.032
329776,0.066
329777,0.09
329778,0.024
329782,0.032
329783,0.12
329784,0.04
329785,0.102
329786,0.07
329791,0.078
329792,0.036
329793,0.04
329794,0.028
329795,0.152
329796,0.044
329797,0.062
329801,0.008
329802,0.03
329804,0.02
329805,0.142
329807,0.02
329813,0.342
329814,0.114
329815,0.08
329816,0.026
329817,0.062
329818,0.064
329820,0.094
329823,0.066
329824,0.02
329825,0.022
329827,0.158
329828,0.014
329829,0.056
329830,0.06
329831,0.21
329832,0.144
329833,0.148
329834,0.062
329836,0.032
329837,0.058
329838,0.128
329839,0.026
329841,0.036
329845,0.034
329848,0.062
329849,0.038
329851,0.114
329852,0.078
329853,0.046
329854,0.08
329855,0.04
329857,0.058
329858,0.034
329859,0.1
329860,0.106
329861,0.074
329862,0.192
329864,0.116
329865,0.06
329867,0.018
329868,0.104
329869,0.152
329870,0.036
329872,0.088
329873,0.04
329874,0.09
329875,0.024
329876,0.022
329877,0.058
329878,0.24
329879,0.06
329880,0.12
329881,0.068
329883,0.214
329884,0.052
329886,0.042
329887,0.076
329889,0.138
329890,0.044
329891,0.188
329892,0.038
329894,0.032
329895,0.03
329896,0.054
329899,0.046
329900,0.07
329901,0.032
329902,0.034
329905,0.054
329907,0.194
329909,0.06
329910,0.104
329911,0.032
329912,0.044
329913,0.026
329914,0.206
329915,0.1
329919,0.04
329920,0.062
329921,0.014
329922,0.08
329923,0.052
329924,0.04
329925,0.238
329926,0.048
329928,0.026
329929,0.042
329930,0.256
329931,0.02
329932,0.028
329933,0.022
329935,0.028
329937,0.05
329938,0.09
329939,0.02
329940,0.332
329941,0.082
329943,0.042
329944,0.058
329945,0.036
329946,0.032
329947,0.034
329948,0.044
329950,0.108
329951,0.022
329952,0.086
329953,0.082
329955,0.024
329956,0.092
329957,0.088
329961,0.036
329963,0.028
329966,0.058
329967,0.016
329968,0.064
329971,0.162
329973,0.02
329974,0.092
329975,0.188
329976,0.058
329977,0.01
329978,0.058
329979,0.062
329980,0.184
329982,0.154
329983,0.256
329984,0.032
329985,0.04
329990,0.116
329991,0.102
329992,0.094
329993,0.05
329994,0.078
329995,0.05
329996,0.064
329997,0.028
329998,0.066
329999,0.05
330000,0.138
330002,0.082
330005,0.056
330007,0.192
330010,0.084
330011,0.034
330012,0.11
330013,0.068
330015,0.01
330016,0.038
330017,0.016
330018,0.014
330019,0.088
330021,0.004
330022,0.218
330023,0.072
330024,0.082
330026,0.156
330027,0.052
330028,0.096
330029,0.116
330030,0.094
330031,0.304
330032,0.02
330033,0.08
330034,0.028
330035,0.034
330036,0.07
330037,0.026
330038,0.096
330039,0.06
330041,0.008
330042,0.07
330043,0.1
330044,0.102
330045,0.062
330046,0.026
330048,0.03
330049,0.03
330051,0.102
330052,0.066
330053,0.03
330054,0.03
330055,0.07
330056,0.028
330057,0.146
330058,0.052
330059,0.048
330060,0.034
330061,0.06
330062,0.104
330063,0.05
330064,0.144
330065,0.052
330066,0.088
330067,0.204
330068,0.044
330071,0.034
330072,0.118
330073,0.148
330076,0.08
330077,0.076
330078,0.022
330079,0.014
330080,0.072
330081,0.042
330082,0.012
330084,0.112
330086,0.042
330087,0.044
330088,0.006
330089,0.062
330090,0.07
330091,0.066
330096,0.09
330097,0.178
330098,0.032
330101,0.078
330102,0.028
330103,0.25
330104,0.084
330105,0.088
330107,0.082
330109,0.226
330110,0.06
330111,0.016
330112,0.092
330113,0.04
330114,0.06
330116,0.128
330117,0.124
330118,0.04
330120,0.034
330121,0.068
330123,0.034
330124,0.012
330125,0.116
330126,0.03
330127,0.068
330130,0.034
330133,0.064
330134,0.126
330135,0.152
330136,0.182
330137,0.25
330138,0.04
330139,0.062
330140,0.074
330142,0.054
330143,0.076
330144,0.114
330146,0.208
330147,0.142
330149,0.014
330150,0.108
330152,0.194
330153,0.062
330157,0.098
330158,0.048
330159,0.304
330160,0.066
330161,0.012
330163,0.21
330165,0.108
330166,0.03
330167,0.03
330168,0.036
330169,0.018
330170,0.074
330171,0.112
330172,0.022
330173,0.018
330174,0.156
330175,0.04
330176,0.046
330178,0.374
330179,0.04
330180,0.028
330181,0.044
330182,0.218
330183,0.068
330186,0.112
330190,0.058
330194,0.106
330195,0.096
330196,0.034
330197,0.256
330198,0.042
330201,0.026
330202,0.046
330203,0.066
330204,0.036
330206,0.156
330208,0.068
330209,0.05
330210,0.164
330211,0.046
330212,0.018
330213,0.016
330214,0.016
330215,0.078
330217,0.05
330218,0.028
330223,0.038
330224,0.132
330225,0.044
330226,0.128
330230,0.054
330231,0.152
330232,0.056
330233,0.062
330234,0.106
330236,0.054
330237,0.102
330238,0.05
330239,0.208
330240,0.058
330241,0.028
330242,0.124
330244,0.082
330246,0.04
330247,0.3
330248,0.04
330251,0.048
330253,0.108
330254,0.032
330256,0.112
330257,0.094
330258,0.184
330259,0.048
330260,0.166
330261,0.03
330264,0.036
330265,0.06
330266,0.112
330267,0.048
330268,0.052
330269,0.064
330273,0.044
330274,0.038
330275,0.01
330276,0.038
330277,0.046
330278,0.026
330280,0.028
330281,0.06
330282,0.016
330283,0.046
330284,0.03
330286,0.034
330287,0.052
330290,0.034
330291,0.074
330293,0.032
330294,0.034
330295,0.07
330297,0.06
330298,0.042
330300,0.058
330301,0.074
330302,0.056
330303,0.03
330304,0.038
330305,0.01
330306,0.168
330307,0.106
330309,0.164
330311,0.03
330312,0.084
330316,0.174
330318,0.078
330319,0.222
330320,0.236
327950,0.07
325853,0.034
326106,0.068
326792,0.12
326888,0.044
326986,0.016
327033,0.03
327119,0.118
327390,0.088
327495,0.156
327643,0.06
327921,0.032
327971,0.012
327977,0.212
327998,0.026
328035,0.02
328045,0.068
328063,0.008
328093,0.198
328133,0.068
328165,0.122
328186,0.018
328191,0.028
328205,0.05
328212,0.318
328268,0.02
328364,0.048
328377,0.03
328387,0.074
328400,0.03
328420,0.066
328429,0.096
328436,0.098
328574,0.08
328586,0.028
328606,0.05
328628,0.126
328652,0.322
328659,0.068
328692,0.322
328704,0.272
328722,0.022
328756,0.038
328768,0.028
328797,0.03
328801,0.026
328835,0.058
328853,0.058
328928,0.02
328945,0.022
328955,0.018
328969,0.15
329019,0.034
329047,0.248
329089,0.078
329191,0.11
329195,0.03
329316,0.122
329333,0.022
329344,0.048
329363,0.164
329368,0.106
329370,0.046
329425,0.016
329481,0.064
329490,0.258
329497,0.054
329598,0.034
329632,0.034
329641,0.032
329648,0.102
329780,0.1
329789,0.064
329800,0.014
329844,0.028
329908,0.196
329917,0.202
329960,0.042
329962,0.078
329987,0.008
330008,0.06
330083,0.216
330099,0.046
330128,0.046
330151,0.13
330315,0.02
330321,0.054
330323,0.018
330324,0.036
330325,0.018
330326,0.058
330327,0.038
327970,0.032
327973,0.034
327988,0.028
327991,0.164
327992,0.122
328004,0.074
328007,0.136
328008,0.112
328011,0.048
328016,0.058
328021,0.042
328034,0.032
328044,0.108
328048,0.114
328049,0.036
328050,0.034
328056,0.086
328060,0.178
328068,0.09
328081,0.056
328095,0.06
328105,0.126
328112,0.052
328123,0.138
328129,0.114
328134,0.03
328141,0.138
328143,0.06
328148,0.072
328153,0.248
328168,0.108
328187,0.042
328202,0.292
328220,0.192
328221,0.048
328239,0.056
328241,0.04
328251,0.048
328257,0.178
328273,0.042
328295,0.362
328306,0.016
328307,0.048
328328,0.08
328331,0.092
328335,0.056
328341,0.034
328371,0.166
328374,0.1
328379,0.096
328389,0.226
328397,0.254
328416,0.096
328417,0.288
328448,0.018
328449,0.036
328462,0.05
328466,0.11
328501,0.222
328507,0.08
328515,0.038
328521,0.01
328527,0.034
328544,0.082
328548,0.166
328552,0.12
328556,0.308
328561,0.052
328563,0.052
328565,0.08
328572,0.122
328581,0.184
328591,0.078
328603,0.168
328608,0.054
328609,0.104
328611,0.066
328616,0.034
328617,0.138
328639,0.068
328656,0.11
328660,0.138
328664,0.052
328682,0.018
328700,0.026
328706,0.104
328710,0.014
328727,0.034
328749,0.062
328760,0.178
328765,0.092
328771,0.064
328774,0.076
328775,0.048
328793,0.048
328811,0.036
328827,0.116
328828,0.176
328838,0.046
328858,0.072
328875,0.034
328876,0.042
328882,0.216
328889,0.072
328891,0.064
328903,0.082
328910,0.082
328916,0.152
328940,0.064
328964,0.034
328971,0.03
328976,0.072
328985,0.092
328986,0.104
328987,0.214
328990,0.018
328992,0.036
328996,0.124
328999,0.062
329008,0.136
329014,0.266
329020,0.07
329021,0.1
329025,0.036
329029,0.046
329030,0.034
329036,0.016
329040,0.284
329041,0.066
329057,0.08
329068,0.074
329071,0.092
329079,0.02
329094,0.072
329099,0.092
329100,0.042
329118,0.136
329122,0.036
329132,0.07
329134,0.024
329137,0.04
329148,0.014
329152,0.034
329155,0.048
329164,0.042
329168,0.06
329169,0.096
329181,0.06
329182,0.11
329185,0.274
329194,0.268
329197,0.186
329200,0.122
329215,0.026
329220,0.372
329221,0.042
329225,0.096
329231,0.03
329234,0.09
329262,0.074
329298,0.092
329303,0.262
329306,0.096
329317,0.094
329321,0.088
329327,0.04
329335,0.048
329346,0.094
329355,0.138
329361,0.104
329371,0.202
329376,0.028
329378,0.07
329387,0.17
329401,0.058
329408,0.074
329421,0.2
329422,0.084
329427,0.1
329442,0.112
329444,0.064
329448,0.02
329455,0.172
329456,0.192
329464,0.234
329469,0.198
329470,0.1
329492,0.056
329498,0.098
329501,0.028
329516,0.058
329527,0.11
329528,0.274
329550,0.04
329556,0.072
329558,0.038
329561,0.334
329562,0.09
329570,0.258
329572,0.046
329587,0.31
329590,0.076
329592,0.196
329604,0.022
329609,0.216
329612,0.162
329617,0.092
329621,0.024
329635,0.062
329636,0.022
329647,0.042
329658,0.126
329660,0.086
329661,0.048
329662,0.032
329665,0.01
329674,0.11
329689,0.29
329691,0.078
329694,0.18
329697,0.024
329704,0.082
329708,0.004
329711,0.028
329714,0.286
329743,0.07
329745,0.136
329754,0.026
329758,0.026
329768,0.022
329770,0.022
329772,0.048
329787,0.114
329790,0.07
329806,0.198
329808,0.176
329809,0.016
329821,0.104
329835,0.106
329840,0.126
329842,0.15
329847,0.062
329850,0.13
329863,0.048
329866,0.03
329888,0.232
329897,0.01
329904,0.022
329906,0.27
329927,0.178
329936,0.022
329954,0.154
329959,0.034
329964,0.178
329970,0.028
329986,0.098
330001,0.104
330009,0.118
330020,0.11
330050,0.07
330069,0.26
330092,0.094
330093,0.14
330094,0.084
330100,0.184
330108,0.082
330115,0.134
330131,0.04
330132,0.054
330141,0.198
330155,0.076
330177,0.366
330184,0.088
330185,0.128
330191,0.052
330199,0.034
330216,0.09
330219,0.05
330221,0.096
330222,0.052
330227,0.07
330229,0.088
330235,0.21
330249,0.14
330252,0.13
330255,0.2
330262,0.032
330263,0.038
330285,0.026
330292,0.078
330296,0.046
330310,0.022
330328,0.042
330329,0.08
330330,0.188
330331,0.074
330333,0.036
330334,0.042
330335,0.196
330336,0.076
330337,0.048
330338,0.372
330339,0.216
330340,0.036
330341,0.092
330342,0.14
330343,0.026
330345,0.074
330346,0.064
330347,0.052
330349,0.152
330350,0.066
330351,0.118
330352,0.168
330353,0.22
330354,0.13
330355,0.108
330357,0.164
330359,0.014
330361,0.316
330362,0.032
330365,0.206
330366,0.022
330367,0.054
330369,0.03
330370,0.058
330371,0.034
330372,0.176
330373,0.05
330375,0.062
330377,0.096
330379,0.024
330380,0.024
330384,0.024
330385,0.036
330388,0.022
330390,0.166
330391,0.21
330392,0.078
330393,0.182
330394,0.05
330397,0.164
330399,0.184
330400,0.164
330401,0.078
330402,0.052
330404,0.046
330407,0.026
330408,0.182
330409,0.04
330410,0.128
330411,0.046
330412,0.036
330413,0.05
330414,0.07
330415,0.08
330416,0.042
330417,0.022
330418,0.112
330420,0.098
330421,0.258
330424,0.152
330425,0.06
330426,0.018
330428,0.036
330429,0.1
330431,0.018
330432,0.034
330433,0.058
330436,0.076
330437,0.114
330438,0.014
330440,0.084
330441,0.02
330442,0.062
330443,0.062
330444,0.264
330446,0.176
330447,0.026
330448,0.124
330449,0.058
330450,0.062
330452,0.076
330453,0.202
330454,0.048
330455,0.066
330456,0.068
330457,0.056
330458,0.064
330459,0.016
330460,0.074
330461,0.086
330462,0.196
330463,0.098
330464,0.318
330465,0.068
330466,0.2
330468,0.358
330471,0.06
330472,0.048
330474,0.124
330475,0.026
330476,0.024
330477,0.018
330478,0.07
330480,0.034
330481,0.162
330482,0.032
330483,0.072
330484,0.034
330485,0.124
330488,0.034
330491,0.024
330492,0.094
330493,0.034
330494,0.046
330495,0.092
330497,0.04
330498,0.064
330500,0.128
330501,0.092
330502,0.05
330503,0.03
330504,0.044
330505,0.01
330506,0.188
330507,0.038
330508,0.046
330509,0.088
330510,0.06
330511,0.084
330513,0.034
330514,0.05
330515,0.098
330516,0.042
330518,0.016
330519,0.072
330520,0.06
330521,0.036
330522,0.102
330525,0.13
330526,0.034
330527,0.082
330528,0.076
330529,0.048
330530,0.144
330531,0.17
330532,0.058
330533,0.028
330536,0.018
330537,0.122
330538,0.192
330539,0.068
330541,0.218
330542,0.072
330543,0.042
330545,0.086
330546,0.082
330547,0.046
330548,0.058
330549,0.044
330550,0.012
330551,0.032
330552,0.026
330554,0.044
330555,0.152
330556,0.044
330559,0.05
330560,0.036
330561,0.13
330562,0.032
330563,0.152
330566,0.016
330569,0.062
330571,0.014
330573,0.166
330574,0.034
330575,0.036
330576,0.088
330577,0.05
330579,0.022
330580,0.024
330581,0.058
330582,0.044
330583,0.1
330584,0.044
330585,0.03
330586,0.062
330588,0.06
330589,0.098
330590,0.074
330591,0.034
330592,0.104
330593,0.022
330594,0.028
330595,0.016
330596,0.022
330597,0.042
330598,0.038
330601,0.046
330603,0.014
330605,0.156
330607,0.11
330609,0.116
330610,0.07
330611,0.022
330612,0.112
330613,0.064
330615,0.06
330618,0.038
330619,0.116
330620,0.064
330621,0.136
330623,0.286
330626,0.032
330627,0.362
330628,0.176
330629,0.036
330630,0.066
330631,0.05
330632,0.092
330633,0.058
330634,0.016
330637,0.03
330638,0.032
330640,0.036
330642,0.03
330643,0.272
330644,0.062
330645,0.03
330646,0.072
330647,0.048
330648,0.028
330649,0.028
330650,0.016
330651,0.018
330652,0.064
330653,0.082
330654,0.05
330655,0.096
330656,0.048
330657,0.012
330658,0.068
330659,0.05
330662,0.052
330663,0.06
330664,0.016
330665,0.086
330668,0.054
330669,0.094
330673,0.134
330674,0.04
330676,0.286
330677,0.006
330678,0.06
330680,0.026
330683,0.104
330685,0.134
330686,0.27
330688,0.088
330692,0.028
330694,0.208
330695,0.024
330696,0.11
330697,0.04
330698,0.112
330700,0.048
330701,0.11
330703,0.12
330704,0.224
330705,0.018
330706,0.036
330707,0.022
330709,0.182
330710,0.104
330711,0.03
330712,0.068
330713,0.04
330714,0.08
330715,0.042
330716,0.134
330717,0.036
330718,0.076
330719,0.034
330720,0.062
330721,0.058
330722,0.05
330723,0.17
330724,0.022
330725,0.238
330727,0.022
330729,0.03
330731,0.09
330733,0.04
330735,0.036
330736,0.048
330737,0.12
330738,0.03
330740,0.054
330741,0.072
330743,0.02
330745,0.024
330746,0.046
330747,0.058
330748,0.026
330749,0.058
330750,0.056
330751,0.082
330752,0.012
330753,0.026
330756,0.048
330757,0.06
330758,0.02
330759,0.246
330760,0.088
330761,0.048
330763,0.018
330766,0.05
330767,0.05
330768,0.1
330769,0.09
330770,0.038
330771,0.06
330772,0.202
330773,0.054
330774,0.064
330777,0.028
330778,0.288
330779,0.102
330780,0.198
330781,0.086
330782,0.06
330783,0.03
330784,0.06
330785,0.108
330786,0.152
330787,0.02
330788,0.048
330790,0.028
330792,0.05
330793,0.008
330794,0.12
330796,0.03
330797,0.068
330798,0.048
330799,0.028
330800,0.022
330801,0.03
330802,0.056
330804,0.024
330806,0.134
330808,0.06
330809,0.05
330810,0.024
330811,0.024
330812,0.074
330813,0.23
330814,0.086
330815,0.07
330817,0.022
330818,0.046
330819,0.068
330820,0.028
330823,0.064
330824,0.046
330826,0.11
330827,0.036
330831,0.076
330832,0.028
330833,0.088
330834,0.024
330835,0.04
330838,0.056
330842,0.282
330843,0.088
330844,0.112
330845,0.09
330846,0.004
330848,0.03
330849,0.024
330850,0.02
330851,0.028
330852,0.028
330853,0.01
330855,0.022
330856,0.126
330857,0.014
330858,0.104
330859,0.062
330860,0.066
330862,0.058
330863,0.068
330864,0.054
330865,0.114
330866,0.092
330868,0.042
330870,0.058
330871,0.016
330872,0.02
330873,0.046
330875,0.032
330876,0.11
330877,0.104
330879,0.044
330882,0.036
330883,0.114
330884,0.082
330885,0.02
330886,0.032
330889,0.172
330891,0.038
330892,0.086
330893,0.068
330895,0.21
330896,0.084
330897,0.054
330899,0.09
330900,0.074
330901,0.04
330902,0.064
330906,0.046
330909,0.21
330911,0.066
330912,0.022
330914,0.046
330916,0.038
330917,0.184
330918,0.028
330919,0.104
330920,0.048
330923,0.038
330924,0.022
330926,0.032
330927,0.032
330928,0.04
330931,0.058
330934,0.104
330935,0.236
330936,0.142
330937,0.052
330938,0.022
330939,0.05
330940,0.016
330941,0.036
330943,0.108
330944,0.124
330946,0.052
330947,0.016
330948,0.282
330949,0.098
330950,0.032
330952,0.31
330953,0.08
330954,0.078
330955,0.238
330956,0.028
330960,0.018
330962,0.032
330963,0.146
330966,0.046
330967,0.028
330968,0.088
330969,0.15
330970,0.026
330971,0.054
330974,0.18
330976,0.038
330977,0.12
330982,0.024
330983,0.064
330984,0.034
330987,0.084
330988,0.074
330989,0.084
330990,0.076
330993,0.016
330994,0.162
330995,0.082
330996,0.07
330998,0.074
330999,0.01
331001,0.032
331003,0.078
331004,0.048
331006,0.12
331007,0.05
331010,0.022
331011,0.026
331015,0.034
331016,0.218
331017,0.056
331019,0.114
331020,0.126
331022,0.022
331024,0.058
331025,0.1
331027,0.094
331028,0.038
331030,0.056
331031,0.068
331034,0.04
331035,0.02
331038,0.11
331039,0.09
331041,0.026
331042,0.032
